Symbol Name,Symbol Code,Request Date,Target Date,Less than -7.0%,-7.0% ~ -3.0,-3.0% ~ -1.0,-1.0% ~ 1.0,1.0% ~ 3.0,3.0% ~ 7.0,7.0% and over,Predicted Strength
»ï¼ºÀüÀÚ,005930,2017-11-20,2017-11-21 or next working day,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Very strong
»ï¼ºÀüÀÚ,005930,2017-11-21,2017-11-22 or next working day,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Very strong
»ï¼ºÀüÀÚ,005930,2017-11-22,2017-11-23 or next working day,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Very strong
»ï¼ºÀüÀÚ,005930,2017-11-23,2017-11-24 or next working day,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Very strong
»ï¼ºÀüÀÚ,005930,2017-11-24,2017-11-27 or next working day,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Very strong
